TOT_POP,0-9,0-9 y/o % of total pop,19-Oct,10-19 y/o % of total pop,20-29,20-29 y/o % of total pop,30-39,30-39 y/o % of total pop,40-49,40-49 y/o % of total pop,50-59,50-59 y/o % of total pop,60-69,60-69 y/o % of total pop,70-79,70-79 y/o % of total pop,80+,80+ y/o % of total pop,White-alone pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,R_death_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,ICU Beds_x,Total Population,Population Aged 60+,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,Urban_rural_code
5248,841,16.02515244,920,17.5304878,567,10.80411585,623,11.87118902,556,10.5945122,575,10.95655488,514,9.794207317,443,8.441310976,209,3.982469512,5105,97.27515244,43,0.819359756,33,0.628810976,28,0.533536585,2,0.038109756,37,0.705030488,9.9,25.8,37.6,24.3,12.3,25.2,38.6,35.9,36176,32222,40130,5.7,36176,59.7,0,5262,1372,54.2,51.8,56.5,42.1,40.2,44.1,9.6,8.7,10.5,7.3,6.3,8.3,19.9,18.6,21.3,4.6,4.2,4.9,6
40822,6226,15.25158003,6288,15.40345892,5345,13.09343001,5245,12.84846406,4571,11.19739356,4673,11.44725883,4202,10.29346921,2700,6.614080643,1572,3.85086473,39374,96.45289305,440,1.077850179,416,1.019058351,210,0.514428494,33,0.080838763,349,0.854931165,9.5,25.4,36.7,25.2,12.7,21.2,33.3,32.2,41919,37495,46343,5.4,41919,69.1,8,41318,8333,51.5,49.2,53.7,40.0,38.2,41.7,8.4,7.7,9.1,7.0,6.2,7.8,16.9,15.7,17.8,3.9,3.6,4.2,5
171361,23717,13.84037208,25064,14.62643192,21540,12.56995466,22846,13.3320884,21731,12.68141526,22258,12.98895315,18039,10.52689935,11126,6.492725883,5040,2.941159307,157197,91.73440865,6552,3.823507099,1686,0.983887816,1623,0.947123324,855,0.498946668,3448,2.012126447,8.3,15.2,33.8,32.7,18.3,10.7,15.5,14.6,62635,58589,66681,3.4,62635,103.3,35,160173,30241,48.3,46.3,50.2,37.2,35.7,38.7,7.3,6.6,7.9,7.7,6.6,8.8,12.0,11.2,12.8,3.0,2.8,3.2,2
19817,1800,9.083110461,2029,10.23868396,3262,16.46061462,3197,16.13261341,2849,14.37654539,2471,12.46909219,2052,10.35474593,1375,6.938487157,782,3.946106878,16443,82.97421406,2639,13.31684917,281,1.417974466,155,0.782156734,1,0.005046172,298,1.503759398,8.7,21.6,40.3,26.7,11.5,22.0,24.0,23.0,43903,39640,48166,4.8,43903,72.4,0,19969,3893,50.5,48.7,52.3,39.0,37.6,40.5,8.3,7.6,8.9,8.3,7.4,9.3,13.3,12.6,14.1,3.3,3.1,3.5,4
15650,1839,11.75079872,1894,12.10223642,2745,17.5399361,2530,16.16613419,1898,12.12779553,1682,10.74760383,1515,9.680511182,896,5.725239617,651,4.159744409,13795,88.14696486,1456,9.303514377,164,1.047923323,79,0.504792332,5,0.031948882,151,0.96485623,9.1,23.8,36.6,25.1,14.4,21.8,25.3,24.2,48743,43434,54052,2.8,48743,80.4,0,15051,2900,49.5,47.5,51.3,38.4,36.9,39.9,7.6,7.1,8.2,7.1,6.3,7.9,13.6,12.8,14.4,3.3,3.1,3.5,6
128622,19234,14.95389591,19567,15.21279408,15414,11.98395298,18739,14.56904729,17316,13.46270467,15902,12.3633593,12534,9.744833699,6838,5.316353345,3078,2.39305873,106556,82.84430346,16121,12.53362566,1308,1.01693334,1781,1.384677582,114,0.088631805,2742,2.131828148,7.9,13.8,33.1,32.3,20.7,11.5,15.3,13.4,67434,62603,72265,3.5,67434,111.2,8,114852,19451,47.1,45.3,49.0,38.0,36.4,39.5,6.7,6.2,7.3,7.1,6.2,8.1,11.8,11.0,12.5,2.9,2.7,3.0,2
45641,5152,11.28809623,6468,14.17146864,4549,9.966915712,5125,11.22893889,6056,13.2687715,6405,14.03343485,5949,13.03433317,3877,8.494555334,2060,4.513485682,43190,94.62982844,640,1.402247979,340,0.744944239,618,1.354045705,40,0.087640499,813,1.781293136,8.6,6.9,21.2,31.0,40.9,7.5,10.5,9.3,90937,82273,99601,2.9,90937,150.0,0,40306,10163,44.2,41.9,46.3,34.1,32.4,35.7,7.1,6.4,7.9,6.2,5.2,7.5,11.2,10.3,12.1,2.9,2.7,3.1,2
442,54,12.21719457,88,19.90950226,41,9.2760181,59,13.34841629,47,10.63348416,52,11.76470588,43,9.728506787,38,8.597285068,20,4.524886878,406,91.85520362,17,3.846153846,7,1.583710407,3,0.678733032,0,0.0,9,2.036199095,0.0,66.3,21.1,5.8,6.8,14.3,20.3,15.7,42153,37404,46902,3.7,42153,69.5,0,564,89,54.8,52.7,56.9,40.8,39.1,42.4,10.7,9.8,11.6,9.9,8.8,10.8,19.8,18.5,20.9,4.7,4.4,5.1,5
726,79,10.8815427,90,12.39669421,46,6.336088154,82,11.29476584,65,8.953168044,101,13.91184573,106,14.60055096,93,12.80991736,64,8.815426997,684,94.21487603,11,1.515151515,12,1.652892562,1,0.137741047,1,0.137741047,17,2.341597796,16.2,18.7,32.7,25.0,23.6,13.3,20.3,19.2,47625,42320,52930,2.4,47625,78.5,0,680,229,47.9,45.6,50.2,33.5,32.2,34.9,9.8,8.7,10.9,9.0,7.4,10.7,14.1,13.0,15.3,3.8,3.5,4.2,6
52405,5389,10.28336991,6024,11.49508635,5708,10.89209045,5137,9.802499761,5004,9.548707184,6763,12.90525713,7873,15.02337563,6647,12.68390421,3860,7.365709379,49224,93.92996851,1015,1.936838088,600,1.144928919,571,1.089590688,55,0.104951818,940,1.793721973,14.1,11.5,27.5,35.4,25.6,13.9,23.3,22.1,53704,48940,58468,3.2,53704,88.6,12,50761,17362,48.2,45.9,50.4,34.1,32.6,35.7,10.2,9.2,11.3,8.9,7.6,10.4,14.6,13.5,15.8,3.9,3.6,4.2,5
4362,379,8.68867492,476,10.91242549,385,8.826226502,422,9.674461256,447,10.24759285,585,13.41127923,751,17.21687299,606,13.89270977,311,7.129756992,4208,96.4695094,30,0.687757909,61,1.398441082,36,0.825309491,4,0.091701055,23,0.527281064,13.2,15.7,31.1,31.1,22.1,17.6,35.9,35.2,42503,37856,47150,3.1,42503,70.1,0,4432,1738,52.6,50.2,54.7,37.3,35.3,39.0,11.6,10.4,12.8,10.5,8.8,12.2,16.6,15.3,17.9,4.4,4.0,4.7,6
277,37,13.35740072,37,13.35740072,28,10.10830325,37,13.35740072,26,9.386281588,39,14.07942238,38,13.71841155,17,6.137184116,18,6.498194946,265,95.66787004,0,0.0,4,1.444043321,0,0.0,1,0.36101083,7,2.527075812,0.0,14.5,37.7,29.6,18.2,13.7,15.7,14.0,57925,51453,64397,2.8,57925,95.5,0,289,32,45.1,42.9,47.1,33.0,31.4,34.2,8.3,7.4,9.3,8.0,6.7,9.3,12.0,11.0,13.0,3.2,2.9,3.5,6
3767,346,9.185027874,450,11.9458455,500,13.27316167,460,12.21130873,460,12.21130873,395,10.48579772,468,12.42367932,417,11.06981683,271,7.194053624,3535,93.84125299,79,2.097159543,55,1.460047783,16,0.424741173,8,0.212370587,74,1.964427927,9.0,26.6,35.6,28.1,9.6,21.1,26.6,23.6,43192,38327,48057,4.7,43192,71.2,0,3631,854,54.7,52.7,56.6,40.4,38.8,41.9,11.6,10.8,12.6,9.9,8.8,11.1,18.8,17.8,19.9,4.7,4.4,5.0,6
31129,4164,13.37659417,4981,16.00115648,7196,23.11670789,3739,12.01130778,2921,9.38353304,2708,8.699283626,2541,8.162806386,1847,5.933374024,1032,3.315236596,28243,90.72890231,1296,4.163320376,285,0.91554499,769,2.470365254,53,0.170259244,483,1.551607826,8.4,20.8,25.2,29.1,24.8,25.0,33.3,33.0,42605,39033,46177,5.0,42605,70.3,10,31540,5398,46.0,43.5,48.2,37.2,35.4,39.1,6.7,6.1,7.2,5.6,4.9,6.3,13.2,12.3,13.9,3.2,3.0,3.4,5
3653,553,15.13824254,498,13.63263071,407,11.14152751,403,11.03202847,360,9.85491377,451,12.34601697,463,12.6745141,308,8.431426225,210,5.748699699,3266,89.4059677,225,6.159321106,50,1.368738024,11,0.301122365,2,0.054749521,99,2.710101287,13.1,19.5,32.4,28.4,19.6,20.4,31.5,30.4,39726,35423,44029,3.6,39726,65.5,0,3753,948,47.1,45.0,48.9,35.4,34.0,36.9,9.7,8.8,10.6,9.1,7.8,10.4,15.1,14.1,16.0,3.9,3.6,4.2,6
49728,6596,13.26415701,6399,12.86800193,6141,12.34917954,5628,11.31756757,5739,11.54078185,6534,13.13947876,6021,12.1078668,4358,8.763674389,2312,4.649292149,40243,80.92623874,6681,13.43508687,913,1.835987773,392,0.788288288,27,0.054295367,1472,2.96010296,13.3,15.4,33.6,33.3,17.6,14.4,22.2,21.9,45767,41739,49795,3.8,45767,75.5,20,49401,12011,50.5,48.4,52.4,36.7,35.1,38.2,9.4,8.6,10.3,9.7,8.5,11.1,14.3,13.4,15.2,3.7,3.5,4.0,5
13158,2030,15.42787658,2006,15.24547804,1549,11.77230582,1566,11.90150479,1376,10.45751634,1610,12.23590211,1449,11.0123119,888,6.74874601,684,5.198358413,12029,91.41966864,601,4.567563459,226,1.717586259,52,0.395196838,15,0.113999088,235,1.785985712,9.6,25.9,32.6,25.5,15.9,20.0,27.8,27.5,42700,38359,47041,4.4,42700,70.4,0,13368,2865,52.9,51.0,54.8,39.9,38.4,41.3,10.1,9.3,11.0,9.4,8.3,10.7,17.1,16.0,18.1,4.2,4.0,4.5,6
21229,2443,11.50784304,2751,12.95868859,2138,10.07112912,2408,11.34297423,2637,12.42168731,3163,14.89943002,2820,13.28371567,1902,8.959442272,967,4.555089736,19095,89.94771303,876,4.126430826,274,1.290687267,289,1.36134533,100,0.471053747,595,2.802769796,9.2,9.4,28.1,42.5,20.0,12.9,20.2,18.1,55151,49682,60620,3.7,55151,91.0,0,20473,5172,49.5,47.4,51.5,36.4,34.9,37.9,8.7,8.0,9.5,8.3,7.2,9.5,13.5,12.6,14.5,3.4,3.2,3.7,3
7531,834,11.07422653,856,11.36635241,1935,25.69379896,972,12.9066525,881,11.69831364,732,9.719824724,586,7.781171159,483,6.413490904,252,3.346169167,7300,96.93267826,97,1.28800956,57,0.756871597,28,0.371796574,2,0.026556898,47,0.624087107,5.6,31.7,42.5,12.6,13.1,29.6,35.5,36.9,40072,35785,44359,2.4,40072,66.1,0,7418,1516,46.4,43.9,49.0,37.6,36.0,39.0,6.6,6.1,7.2,5.5,4.8,6.2,13.6,12.7,14.5,3.2,2.9,3.4,6
20110,2450,12.18299354,2754,13.69467926,2083,10.35803083,2091,10.39781203,2079,10.33814023,2582,12.83938339,2819,14.01790154,1912,9.507707608,1340,6.663351566,18250,90.75087021,1326,6.59373446,128,0.636499254,102,0.507210343,17,0.084535057,287,1.427150671,12.8,14.7,41.2,27.4,16.7,13.5,22.2,18.5,51128,46424,55832,3.2,51128,84.3,3,19859,6001,48.4,46.1,50.5,35.4,33.8,37.0,9.5,8.6,10.4,9.0,7.7,10.4,14.0,12.9,15.0,3.6,3.4,3.9,6
17144,1999,11.660056,2183,12.73331778,1911,11.14675688,2063,12.03336444,1994,11.63089127,2483,14.48320112,2351,13.71325245,1401,8.171955203,759,4.427204853,14648,85.4409706,1895,11.05342977,195,1.137424172,97,0.565795614,37,0.215818945,272,1.586560896,8.5,16.1,36.8,31.3,15.9,12.3,17.8,17.2,55834,50776,60892,3.1,55834,92.1,0,16850,4236,49.5,47.7,51.3,36.3,34.9,37.6,9.0,8.2,9.8,9.0,7.8,10.2,14.3,13.4,15.2,3.6,3.4,3.8,6
17270,2134,12.3566879,2112,12.22929936,1653,9.571511291,1718,9.947886508,1814,10.50376375,2269,13.13839027,2592,15.00868558,2012,11.65026057,966,5.593514765,15488,89.68152866,1247,7.220613781,153,0.885929357,129,0.746960046,4,0.023161552,249,1.441806601,12.0,17.6,38.8,27.3,16.4,15.6,24.4,24.3,47065,41984,52146,5.0,47065,77.6,0,16966,5181,48.5,46.2,50.6,36.0,34.3,37.6,11.0,10.0,12.1,10.7,9.2,12.3,16.0,14.8,17.1,4.2,3.8,4.5,6
86323,12696,14.70755187,12309,14.25923566,12059,13.96962571,11440,13.25255146,11038,12.78685866,10916,12.645529,8812,10.20817163,4969,5.756287432,2084,2.414188571,74485,86.28638949,8615,9.979958991,1011,1.171182651,656,0.759936518,92,0.106576463,1464,1.695955887,9.7,22.6,39.3,28.6,9.5,15.1,23.2,23.0,52577,49100,56054,5.8,52577,86.7,0,79884,14641,51.5,49.8,53.2,40.1,38.8,41.5,7.8,7.3,8.4,8.7,7.8,9.7,13.3,12.6,14.0,3.2,3.0,3.4,2
23519,2926,12.44100514,2925,12.43675326,2969,12.62383605,2824,12.00731324,2658,11.30150091,2994,12.73013308,3085,13.1170543,2065,8.78013521,1073,4.562268804,18480,78.57476934,4097,17.41995833,286,1.216038097,188,0.799353714,18,0.076533866,450,1.913346656,11.1,18.9,34.9,32.2,14.0,22.2,33.0,31.5,43226,39583,46869,4.7,43226,71.3,6,23480,5738,52.9,51.1,54.6,41.1,39.7,42.5,10.0,9.2,10.9,10.0,8.8,11.2,15.7,14.7,16.6,4.0,3.8,4.3,6
3355,436,12.99552906,505,15.05216095,351,10.46199702,479,14.27719821,321,9.56780924,435,12.9657228,423,12.60804769,228,6.795827124,177,5.275707899,3099,92.36959762,63,1.877794337,70,2.086438152,26,0.774962742,6,0.178837556,91,2.712369598,8.9,17.8,33.3,29.4,19.5,12.0,17.5,16.4,57332,52290,62374,2.7,57332,94.6,0,3495,732,48.3,46.4,50.4,36.4,34.6,38.0,8.8,8.0,9.7,8.5,7.3,9.8,13.3,12.4,14.3,3.4,3.2,3.7,6
12166,1331,10.9403255,1336,10.98142364,1525,12.53493342,1702,13.98980766,1345,11.0554003,1608,13.21716258,1547,12.71576525,1133,9.31283906,639,5.252342594,11198,92.04339964,580,4.767384514,149,1.224724642,92,0.75620582,12,0.098635542,135,1.109649844,9.3,20.8,34.5,31.6,13.2,18.7,25.6,23.9,48814,43738,53890,3.8,48814,80.5,0,12043,3164,50.1,48.3,51.9,37.5,36.1,38.7,9.5,8.7,10.3,8.8,7.6,9.9,15.1,14.1,15.9,3.8,3.5,4.0,6
21646,1783,8.237087684,1887,8.717545967,1714,7.918322092,1673,7.728910653,1875,8.662108473,2856,13.19412363,4278,19.76346669,3553,16.41411808,2027,9.364316733,20742,95.82370877,265,1.224244664,205,0.947057193,133,0.614432228,8,0.036958329,293,1.353598817,15.6,14.0,25.9,34.4,25.7,12.3,23.4,22.7,54019,50117,57921,3.7,54019,89.1,0,20195,9184,49.7,46.8,52.4,33.6,31.6,35.5,12.1,10.7,13.5,10.6,8.5,12.6,16.0,14.4,17.5,4.4,4.0,4.8,6
152,28,18.42105263,28,18.42105263,24,15.78947368,26,17.10526316,4,2.631578947,14,9.210526316,20,13.15789474,8,5.263157895,0,0.0,144,94.73684211,7,4.605263158,1,0.657894737,0,0.0,0,0.0,0,0.0,0.0,22.7,20.0,57.3,0.0,3.3,9.6,7.3,78637,69612,87662,3.9,78637,129.7,0,74,29,47.4,46.1,48.7,38.2,37.4,39.1,7.2,6.5,8.0,7.5,6.6,8.7,11.4,10.8,12.3,2.7,2.5,3.0,6
307412,40850,13.28835569,46098,14.99551091,62538,20.34338282,40421,13.14880356,32040,10.42249489,31619,10.28554513,28033,9.119032439,16217,5.275330826,9596,3.121543726,266146,86.57632103,24069,7.829557727,3447,1.121296501,7537,2.451758552,415,0.134997983,5798,1.886068208,8.5,14.2,26.3,30.5,29.1,17.6,20.3,19.3,50377,47726,53028,3.1,50377,83.1,267,298042,49312,40.4,38.5,42.1,32.2,30.8,33.6,6.4,5.9,6.9,6.3,5.6,7.2,11.0,10.4,11.7,2.9,2.7,3.0,3
5877,852,14.49719245,875,14.88854858,659,11.21320402,726,12.35324145,618,10.51556917,789,13.42521695,641,10.9069253,437,7.435766548,280,4.764335545,5468,93.04066701,163,2.773523907,109,1.854687766,28,0.476433555,1,0.017015484,108,1.837672282,8.2,23.9,29.6,28.3,18.2,18.3,26.8,26.0,43436,38633,48239,3.2,43436,71.6,0,5785,1293,52.2,50.3,54.1,39.6,38.0,41.1,9.7,9.0,10.5,9.0,7.9,10.3,16.2,15.2,17.2,4.0,3.8,4.3,3
7987,944,11.81920621,1029,12.88343558,896,11.21822962,842,10.54213096,857,10.72993615,1028,12.87091524,1127,14.11042945,817,10.22912232,447,5.596594466,7442,93.17641167,218,2.729435332,95,1.189432828,66,0.826342807,7,0.087642419,159,1.990734944,13.9,19.9,30.5,30.6,19.0,18.5,28.2,25.5,42719,38678,46760,3.3,42719,70.5,0,8145,2448,49.0,46.7,50.9,36.2,34.7,37.7,9.9,8.9,10.8,9.2,7.8,10.6,15.2,14.1,16.3,3.9,3.6,4.2,6
254607,35030,13.75845912,38164,14.98937578,43861,17.22694191,31487,12.36690272,27309,10.72594233,28310,11.11909728,25579,10.04646377,15329,6.020651435,9538,3.746165659,203448,79.90667971,38016,14.93124698,2884,1.132726123,4578,1.798065254,301,0.118221416,5380,2.113060521,8.8,15.7,27.6,33.1,23.7,18.9,23.4,22.4,48858,45979,51737,3.6,48858,80.6,54,245720,46694,44.1,42.4,45.8,36.5,35.2,37.9,7.4,6.8,8.0,7.5,6.5,8.6,12.5,11.8,13.3,3.2,3.0,3.4,3
749,69,9.212283044,85,11.34846462,96,12.81708945,74,9.879839786,83,11.08144192,102,13.61815754,100,13.35113485,79,10.54739653,61,8.144192256,698,93.19092123,20,2.670226969,5,0.667556742,5,0.667556742,0,0.0,21,2.803738318,13.0,9.7,43.1,23.9,23.3,11.1,15.9,14.9,64633,57499,71767,1.9,64633,106.6,0,600,185,47.2,45.2,49.3,34.7,33.2,36.3,9.2,8.4,10.1,7.2,6.3,8.3,14.4,13.5,15.4,3.6,3.4,3.9,6
14422,1641,11.37844959,1793,12.43239495,2678,18.56885314,2150,14.90777978,1659,11.50325891,1493,10.35223963,1439,9.977811677,1008,6.989321869,561,3.889890445,10973,76.08514769,2889,20.03189571,173,1.199556234,114,0.790459021,13,0.090140064,260,1.802801276,8.2,20.0,38.7,27.6,13.6,17.9,23.4,22.2,45445,41496,49394,4.4,45445,75.0,0,13979,2846,47.7,46.0,49.3,36.0,34.7,37.2,7.7,7.1,8.3,7.9,7.0,8.8,12.5,11.8,13.2,3.2,3.0,3.4,6
9928,952,9.589041096,1018,10.25382756,888,8.944399678,977,9.84085415,1039,10.46535052,1589,16.00523771,1659,16.71031426,1246,12.55036261,560,5.640612409,7350,74.03303787,2119,21.34367446,124,1.248992748,90,0.906526994,8,0.080580177,237,2.387187752,14.9,16.5,40.7,27.9,14.9,21.9,34.0,32.4,38011,34088,41934,4.6,38011,62.7,0,10140,3384,54.8,52.7,56.8,40.4,38.7,42.1,11.8,10.8,12.9,11.7,10.1,13.2,18.2,17.0,19.4,4.5,4.2,4.9,6
5753,1029,17.88632018,919,15.97427429,700,12.16756475,797,13.85364158,654,11.36798192,687,11.94159569,513,8.917086737,293,5.092994959,161,2.798539892,5399,93.84668868,172,2.989744481,79,1.373196593,30,0.521467061,5,0.086911177,68,1.181992004,7.4,22.9,31.1,25.6,20.4,13.6,19.6,18.7,56484,50754,62214,2.4,56484,93.2,0,5547,899,46.7,44.6,48.7,37.2,35.7,38.7,7.0,6.5,7.6,7.0,6.1,7.9,12.4,11.7,13.2,3.0,2.9,3.2,4
4280,464,10.8411215,526,12.28971963,362,8.457943925,413,9.64953271,407,9.509345794,560,13.08411215,661,15.44392523,588,13.73831776,299,6.985981308,4145,96.84579439,39,0.911214953,32,0.747663551,14,0.327102804,11,0.257009346,39,0.911214953,11.6,11.8,32.7,35.5,20.0,12.7,23.4,23.1,49560,44069,55051,3.1,49560,81.7,0,4122,1351,50.5,48.3,52.6,35.4,33.6,37.2,11.0,9.9,12.1,9.6,8.2,11.1,15.7,14.5,16.9,4.1,3.8,4.5,6
36552,5210,14.25366601,4973,13.60527468,4544,12.43160429,4490,12.28386956,3863,10.56850514,4799,13.12924053,4574,12.51367914,2633,7.2034362,1466,4.010724447,30548,83.57408623,4137,11.31812213,505,1.381593346,689,1.884985774,47,0.128583935,626,1.712628584,10.4,21.7,31.7,29.9,16.7,18.4,27.8,28.2,48830,43793,53867,6.1,48830,80.5,6,36744,8504,52.2,50.3,54.0,40.5,39.0,41.8,9.2,8.5,9.8,8.7,7.7,9.7,15.9,15.0,16.7,3.8,3.6,4.0,5
58485,10257,17.53783021,10054,17.19073267,9124,15.60058135,7025,12.01162691,6783,11.5978456,5789,9.898264512,4799,8.205522784,2964,5.067966145,1690,2.88962982,56350,96.34949132,379,0.648029409,1029,1.759425494,409,0.699324613,21,0.035906643,297,0.507822519,6.5,40.3,21.9,25.3,12.5,25.9,35.0,35.4,35594,31888,39300,8.1,35594,58.7,10,57471,8834,52.6,49.9,55.3,42.1,39.9,44.3,8.1,7.3,9.0,6.7,5.7,7.7,17.7,16.4,19.0,4.1,3.7,4.4,5
50921,6166,12.10895308,7074,13.89210738,6679,13.11639599,6029,11.83990888,6292,12.3563952,6949,13.64662909,6025,11.83205357,3749,7.362384871,1958,3.845171933,47572,93.42314566,1533,3.010545747,541,1.062430039,444,0.871938886,85,0.166925237,746,1.465014434,8.7,17.0,30.9,32.3,19.8,12.3,17.9,17.6,59304,54647,63961,3.5,59304,97.8,0,48548,10696,49.5,47.8,51.4,38.2,36.8,39.7,7.7,7.1,8.4,6.8,6.0,7.7,13.8,13.0,14.7,3.3,3.1,3.5,2
2139,198,9.256661992,223,10.42543245,190,8.882655446,178,8.321645629,193,9.022907901,296,13.83824217,352,16.45628799,320,14.9602618,189,8.835904628,2043,95.51192146,35,1.636278635,35,1.636278635,4,0.187003273,0,0.0,22,1.028517999,10.8,18.4,35.1,28.7,17.8,21.6,40.8,40.2,35881,31920,39842,4.0,35881,59.2,0,2123,708,50.4,48.6,51.9,34.9,33.8,36.0,11.2,10.2,12.3,9.2,7.9,10.7,16.7,15.6,17.8,4.3,4.0,4.6,6
172578,29498,17.09256104,23748,13.76073428,26686,15.46315289,28595,16.56931938,19388,11.23434041,18170,10.52857259,14670,8.50050412,6890,3.99239764,4933,2.858417643,152032,88.09465865,11654,6.752888549,1975,1.144410064,3797,2.200164563,207,0.119945764,2913,1.687932413,6.5,16.2,25.9,30.6,27.4,10.1,13.5,13.8,80189,76058,84320,2.1,80189,132.3,48,159883,24676,44.0,42.1,45.8,37.9,36.4,39.4,5.6,5.1,6.0,5.5,4.8,6.2,10.2,9.6,10.8,2.5,2.4,2.7,4
25131,3200,12.73327763,3562,14.17372966,2690,10.7039115,2805,11.16151367,2762,10.99041025,3254,12.94815169,3358,13.36198321,2181,8.678524531,1319,5.248497871,21724,86.44303848,2422,9.637499503,314,1.249452867,225,0.895308583,17,0.067645537,429,1.707055032,11.2,17.8,38.2,30.2,13.8,15.6,25.4,24.6,46720,42126,51314,5.5,46720,77.1,0,24479,6636,52.9,51.0,54.7,39.1,37.6,40.5,9.9,9.1,10.7,9.6,8.5,10.9,15.5,14.6,16.4,3.9,3.6,4.1,6
4921,458,9.307051412,662,13.45255029,436,8.859987807,420,8.53485064,503,10.2214997,677,13.75736639,774,15.72851047,627,12.74131274,364,7.396870555,4735,96.22028043,56,1.137980085,48,0.975411502,21,0.426742532,1,0.020321073,60,1.219264377,12.6,19.5,30.4,31.9,18.2,14.6,24.6,22.7,47068,43674,50462,3.5,47068,77.6,0,4887,1716,50.4,47.8,52.6,35.3,33.6,37.1,11.5,10.3,12.8,10.7,8.9,12.5,15.9,14.6,17.2,4.2,3.9,4.6,6
8145,992,12.17925107,967,11.8723143,1444,17.72866789,1170,14.36464088,984,12.08103131,929,11.40577041,829,10.17802333,528,6.482504604,302,3.707796194,6895,84.65316145,858,10.53406998,149,1.829343155,54,0.662983425,10,0.122774708,179,2.197667281,8.4,21.2,37.3,29.7,11.8,21.4,26.7,25.8,48529,44404,52654,4.4,48529,80.0,0,8774,1647,48.3,46.5,49.9,37.3,36.0,38.7,7.4,6.8,8.0,7.3,6.4,8.2,12.7,12.0,13.4,3.1,2.9,3.3,6
19596,2387,12.18105736,2479,12.65054093,2071,10.56848336,2135,10.89508063,2138,10.91038988,2673,13.64053889,2631,13.42620943,2007,10.2418861,1075,5.485813431,18724,95.55011227,142,0.724637681,278,1.418656869,92,0.469483568,7,0.035721576,353,1.801388038,14.2,14.5,37.5,32.5,15.5,13.8,20.9,19.9,50542,46492,54592,3.2,50542,83.4,0,19406,5647,49.6,47.4,51.7,36.2,34.6,37.9,9.8,8.8,10.9,9.7,8.3,11.3,13.7,12.6,14.8,3.7,3.4,4.0,6
590925,83544,14.13783475,86624,14.65905149,71522,12.10339722,79438,13.44299192,80916,13.69310826,77358,13.0910014,61451,10.39912002,35047,5.930871092,15025,2.542623852,521266,88.21187122,33160,5.611541228,5841,0.988450311,18704,3.165207091,688,0.116427635,11266,1.906502517,7.1,12.6,22.3,30.4,34.7,9.3,12.9,11.8,77598,74462,80734,3.8,77598,128.0,97,535187,96577,40.8,38.7,42.9,34.0,32.3,35.4,6.5,5.8,7.2,6.4,5.3,7.5,10.7,9.8,11.6,2.7,2.6,2.9,2
21485,3983,18.53851524,3458,16.09494997,2976,13.85152432,2877,13.39073772,2462,11.45915755,2292,10.66790784,1897,8.829415872,962,4.477542471,578,2.690249011,18342,85.3711892,841,3.914358855,368,1.7128229,1602,7.456364906,47,0.218757273,285,1.326506865,6.2,33.3,23.3,29.1,14.3,12.2,16.8,16.4,53785,48338,59232,2.7,53785,88.7,3,22016,3264,48.7,46.8,50.5,38.3,36.8,39.8,7.4,6.8,7.9,7.2,6.4,8.1,13.7,12.9,14.4,3.2,3.0,3.4,5
12339,1525,12.35918632,1544,12.51316962,1350,10.94091904,1372,11.1192155,1343,10.88418835,1579,12.79682308,1717,13.91522814,1176,9.530756139,733,5.940513818,8927,72.34784018,2805,22.73279844,170,1.37774536,79,0.640246373,15,0.121565767,343,2.779803874,13.1,11.6,40.8,32.1,15.5,20.2,31.1,29.9,41418,37643,45193,6.6,41418,68.3,0,12530,3505,52.0,50.1,53.8,38.5,37.1,40.0,9.7,8.9,10.5,9.4,8.3,10.6,15.4,14.5,16.3,3.9,3.7,4.1,6
1234,114,9.238249595,160,12.96596434,114,9.238249595,113,9.157212318,127,10.2917342,148,11.99351702,207,16.77471637,159,12.88492707,92,7.455429498,1159,93.92220421,36,2.917341977,30,2.431118314,2,0.162074554,0,0.0,7,0.56726094,13.0,13.8,30.1,39.4,16.7,17.8,30.3,29.3,41009,36810,45208,3.6,41009,67.6,0,1114,354,51.0,48.6,53.2,35.0,33.1,36.7,11.3,10.2,12.4,10.2,8.7,11.7,15.7,14.5,16.9,4.2,3.9,4.5,6
